CPU field configuration:
0.00e+00 4.47e-02 9.61e-02 1.46e-01 1.46e-01 9.61e-02 4.47e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 4.47e-02 9.61e-02 1.46e-01 1.46e-01 9.61e-02 4.47e-02 0.00e+00 
0.00e+00 9.61e-02 2.25e-01 3.97e-01 3.97e-01 2.25e-01 9.61e-02 0.00e+00 
0.00e+00 1.46e-01 3.97e-01 1.00e+00 1.00e+00 3.97e-01 1.46e-01 0.00e+00 
0.00e+00 1.46e-01 3.97e-01 1.00e+00 1.00e+00 3.97e-01 1.46e-01 0.00e+00 
0.00e+00 9.61e-02 2.25e-01 3.97e-01 3.97e-01 2.25e-01 9.61e-02 0.00e+00 
0.00e+00 4.47e-02 9.61e-02 1.46e-01 1.46e-01 9.61e-02 4.47e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 3.22e-02 6.68e-02 9.61e-02 9.61e-02 6.68e-02 3.22e-02 0.00e+00 
0.00e+00 6.68e-02 1.45e-01 2.25e-01 2.25e-01 1.45e-01 6.68e-02 0.00e+00 
0.00e+00 9.61e-02 2.25e-01 3.97e-01 3.97e-01 2.25e-01 9.61e-02 0.00e+00 
0.00e+00 9.61e-02 2.25e-01 3.97e-01 3.97e-01 2.25e-01 9.61e-02 0.00e+00 
0.00e+00 6.68e-02 1.45e-01 2.25e-01 2.25e-01 1.45e-01 6.68e-02 0.00e+00 
0.00e+00 3.22e-02 6.68e-02 9.61e-02 9.61e-02 6.68e-02 3.22e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 1.61e-02 3.22e-02 4.47e-02 4.47e-02 3.22e-02 1.61e-02 0.00e+00 
0.00e+00 3.22e-02 6.68e-02 9.61e-02 9.61e-02 6.68e-02 3.22e-02 0.00e+00 
0.00e+00 4.47e-02 9.61e-02 1.46e-01 1.46e-01 9.61e-02 4.47e-02 0.00e+00 
0.00e+00 4.47e-02 9.61e-02 1.46e-01 1.46e-01 9.61e-02 4.47e-02 0.00e+00 
0.00e+00 3.22e-02 6.68e-02 9.61e-02 9.61e-02 6.68e-02 3.22e-02 0.00e+00 
0.00e+00 1.61e-02 3.22e-02 4.47e-02 4.47e-02 3.22e-02 1.61e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

