GPU field configuration:
0.00e+00 4.66e-02 9.96e-02 1.51e-01 1.51e-01 9.96e-02 4.66e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 4.66e-02 9.96e-02 1.51e-01 1.51e-01 9.96e-02 4.66e-02 0.00e+00 
0.00e+00 9.96e-02 2.31e-01 4.03e-01 4.03e-01 2.31e-01 9.96e-02 0.00e+00 
0.00e+00 1.51e-01 4.03e-01 1.00e+00 1.00e+00 4.03e-01 1.51e-01 0.00e+00 
0.00e+00 1.51e-01 4.03e-01 1.00e+00 1.00e+00 4.03e-01 1.51e-01 0.00e+00 
0.00e+00 9.96e-02 2.31e-01 4.03e-01 4.03e-01 2.31e-01 9.96e-02 0.00e+00 
0.00e+00 4.66e-02 9.96e-02 1.51e-01 1.51e-01 9.96e-02 4.66e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 3.37e-02 6.95e-02 9.96e-02 9.96e-02 6.95e-02 3.37e-02 0.00e+00 
0.00e+00 6.95e-02 1.50e-01 2.31e-01 2.31e-01 1.50e-01 6.95e-02 0.00e+00 
0.00e+00 9.96e-02 2.31e-01 4.03e-01 4.03e-01 2.31e-01 9.96e-02 0.00e+00 
0.00e+00 9.96e-02 2.31e-01 4.03e-01 4.03e-01 2.31e-01 9.96e-02 0.00e+00 
0.00e+00 6.95e-02 1.50e-01 2.31e-01 2.31e-01 1.50e-01 6.95e-02 0.00e+00 
0.00e+00 3.37e-02 6.95e-02 9.96e-02 9.96e-02 6.95e-02 3.37e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 1.69e-02 3.37e-02 4.66e-02 4.66e-02 3.37e-02 1.69e-02 0.00e+00 
0.00e+00 3.37e-02 6.95e-02 9.96e-02 9.96e-02 6.95e-02 3.37e-02 0.00e+00 
0.00e+00 4.66e-02 9.96e-02 1.51e-01 1.51e-01 9.96e-02 4.66e-02 0.00e+00 
0.00e+00 4.66e-02 9.96e-02 1.51e-01 1.51e-01 9.96e-02 4.66e-02 0.00e+00 
0.00e+00 3.37e-02 6.95e-02 9.96e-02 9.96e-02 6.95e-02 3.37e-02 0.00e+00 
0.00e+00 1.69e-02 3.37e-02 4.66e-02 4.66e-02 3.37e-02 1.69e-02 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

